id,title,tags,difficulty
5541,Winning Strategy,"['binary+search', 'graphs', 'math', 'shortest+paths']",2400
5542,Morrowindows,"['math', 'number+theory']",2400
5543,Plane of Tanks: Duel,"['brute+force', 'dp', 'math', 'probabilities']",2400
5544,Rectangles and Square,"['brute+force', 'dp']",2400
5545,The Potion of Great Power,"['*special', '2-sat', 'binary+search', 'data+structures', 'graphs', 'interactive', 'sortings', 'two+pointers']",2400
5546,Ship's Shortest Path,"['geometry', 'shortest+paths']",2400
5547,Xor Spanning Tree,"['divide+and+conquer', 'fft', 'graphs']",2400
5548,Expression,['dp'],2400
5549,Domino,"['brute+force', 'implementation']",2400
5550,Looking for Owls,"['binary+search', 'data+structures', 'geometry', 'hashing', 'sortings']",2400
5551,The Great Marathon,['dp'],2400
5552,Send the Fool Further! (hard),"['dfs+and+similar', 'dp', 'math', 'trees']",2400
5553,Escaping on Beaveractor,"['dfs+and+similar', 'implementation']",2400
5554, ,[],2400
5555,Fibonacci Strings,['strings'],2400
5556,Inverse Function,['implementation'],2400
5557,Feed the Golorp,['*special'],2400
5558,Managing Telephone Poles,"['data+structures', 'geometry']",2400
5559,Alternative Reality,['geometry'],2400
5560,Sort the Table,"['*special', 'sortings']",2400
5561,Interval Coloring,"['*special', 'greedy', 'math']",2400
5562,Rotate Matrix,['*special'],2400
5563,Beautiful numbers,"['dp', 'number+theory']",2500
5564,Tanya and Password,"['dfs+and+similar', 'graphs']",2500
5565,Inversion SwapSort,"['constructive+algorithms', 'greedy', 'sortings']",2500
5566,Jzzhu and Apples,"['constructive+algorithms', 'number+theory']",2500
5567,Mocha and Diana (Hard Version),"['brute+force', 'constructive+algorithms', 'dfs+and+similar', 'dsu', 'graphs', 'greedy', 'trees', 'two+pointers']",2500
5568,AND Graph,"['bitmasks', 'dfs+and+similar', 'dsu', 'graphs']",2500
5569,Ski Accidents,"['constructive+algorithms', 'graphs', 'greedy']",2500
5570,Fuzzy Search,"['bitmasks', 'brute+force', 'fft']",2500
5571,Kuroni and the Punishment,"['math', 'number+theory', 'probabilities']",2500
5572,Yet Another Minimization Problem,"['divide+and+conquer', 'dp']",2500
5573,Sorting Books,"['data+structures', 'dp', 'greedy']",2500
5574,Destiny,"['data+structures', 'probabilities']",2500
5575,Subset Sums,"['brute+force', 'data+structures']",2500
5576,Sign on Fence,"['binary+search', 'constructive+algorithms', 'data+structures']",2500
5577,Make It One,"['bitmasks', 'combinatorics', 'dp', 'math', 'number+theory', 'shortest+paths']",2500
5578,GukiZ and GukiZiana,"['binary+search', 'data+structures', 'implementation']",2500
5579,Kefa and Watch,"['data+structures', 'hashing', 'strings']",2500
5580,Rotate Columns (hard version),"['bitmasks', 'dp', 'greedy', 'sortings']",2500
5581,Artem and Array,"['data+structures', 'greedy']",2500
5582,The Three Little Pigs,"['combinatorics', 'dp', 'fft', 'math']",2500
5583,Hack it!,"['binary+search', 'constructive+algorithms', 'math']",2500
5584,Ehab's Last Theorem,"['constructive+algorithms', 'dfs+and+similar', 'graphs', 'greedy']",2500
5585,Nastia Plays with a Tree,"['constructive+algorithms', 'data+structures', 'dfs+and+similar', 'dp', 'dsu', 'greedy', 'implementation', 'trees']",2500
5586,Mass Change Queries,['data+structures'],2500
5587,Two Editorials,"['brute+force', 'dp', 'greedy', 'sortings', 'two+pointers']",2500
5588,Egor in the Republic of Dagestan,"['constructive+algorithms', 'dfs+and+similar', 'dp', 'graphs', 'greedy', 'shortest+paths']",2500
5589,Mastermind,"['constructive+algorithms', 'graph+matchings', 'greedy', 'implementation', 'sortings', 'two+pointers']",2500
5590,Array Beauty,['dp'],2500
5591,Ray in the tube,"['data+structures', 'divide+and+conquer', 'dp', 'math']",2500
5592,Partition Game,"['binary+search', 'data+structures', 'divide+and+conquer', 'dp']",2500
5593,Remembering Strings,"['bitmasks', 'dp']",2500
5594,Ant Man,"['dp', 'graphs', 'greedy']",2500
5595,Genius,"['bitmasks', 'dp', 'graphs', 'number+theory']",2500
5596,Frequency of String,"['hashing', 'string+suffix+structures', 'strings']",2500
5597,President's Path,"['dp', 'graphs', 'shortest+paths']",2500
5598,Johnny and Megan's Necklace,"['binary+search', 'bitmasks', 'constructive+algorithms', 'dfs+and+similar', 'dsu', 'graphs']",2500
5599,On the Bench,"['combinatorics', 'dp']",2500
5600,Strange Shuffle,"['binary+search', 'brute+force', 'constructive+algorithms', 'interactive']",2500
5601,Square-free division (hard version),"['data+structures', 'dp', 'greedy', 'math', 'number+theory', 'two+pointers']",2500
5602,What Is It?,"['constructive+algorithms', 'greedy']",2500
5603,Sky Full of Stars,"['combinatorics', 'math']",2500
5604,AND Segments,"['bitmasks', 'combinatorics', 'data+structures', 'dp', 'two+pointers']",2500
5605,Team-Building,"['data+structures', 'dfs+and+similar', 'dsu', 'graphs']",2500
5606,Stringforces,"['binary+search', 'bitmasks', 'brute+force', 'dp', 'strings', 'two+pointers']",2500
5607,Almost Fault-Tolerant Database,"['brute+force', 'constructive+algorithms', 'dfs+and+similar', 'greedy', 'implementation']",2500
5608,Anton and School,"['bitmasks', 'constructive+algorithms', 'implementation', 'math']",2500
5609,Continuous City,"['bitmasks', 'constructive+algorithms']",2500
5610,REQ,"['data+structures', 'number+theory']",2500
5611,Xor of 3,"['brute+force', 'constructive+algorithms', 'greedy', 'two+pointers']",2500
5612,Picking Strings,"['constructive+algorithms', 'implementation', 'strings']",2500
5613,Ivan and Burgers,"['data+structures', 'divide+and+conquer', 'greedy', 'math']",2500
5614,Nanosoft,"['binary+search', 'data+structures', 'dp', 'implementation']",2500
5615,Ehab and the Expected GCD Problem,"['combinatorics', 'dp', 'math', 'number+theory']",2500
5616,"It's a bird! No, it's a plane! No, it's AaParsa!","['constructive+algorithms', 'graphs', 'shortest+paths']",2500
5617,Move and Swap,"['dfs+and+similar', 'dp', 'greedy', 'trees']",2500
5618,Distinctive Roots in a Tree,"['data+structures', 'dfs+and+similar', 'dp', 'trees']",2500
5619,Alex and a TV Show,"['bitmasks', 'combinatorics', 'number+theory']",2500
5620,Xum,"['bitmasks', 'constructive+algorithms', 'math', 'matrices', 'number+theory']",2500
5621,Alyona and towers,['data+structures'],2500
5622,Expected diameter of a tree,"['binary+search', 'brute+force', 'dfs+and+similar', 'dp', 'sortings', 'trees']",2500
5623,Yurii Can Do Everything,"['binary+search', 'bitmasks', 'brute+force', 'constructive+algorithms', 'divide+and+conquer', 'two+pointers']",2500
5624,Royal Questions,"['dsu', 'graphs', 'greedy']",2500
5625,Bear and Company,['dp'],2500
5626,Complete the MST,"['bitmasks', 'brute+force', 'data+structures', 'dfs+and+similar', 'dsu', 'graphs', 'greedy', 'trees']",2500
5627,Reachable Strings,"['data+structures', 'hashing', 'strings']",2500
5628,Bear and Bowling 4,"['binary+search', 'data+structures', 'divide+and+conquer', 'geometry', 'ternary+search']",2500
5629,Three Occurrences,"['data+structures', 'divide+and+conquer', 'hashing', 'two+pointers']",2500
5630,Cheap Robot,"['binary+search', 'dsu', 'graphs', 'shortest+paths', 'trees']",2500
5631,Cow and Treats,"['binary+search', 'combinatorics', 'dp', 'greedy', 'implementation', 'math']",2500
5632,Add on a Tree: Revolution,"['constructive+algorithms', 'dfs+and+similar', 'implementation', 'trees']",2500
5633,Lucky Country,"['dp', 'dsu', 'graphs']",2500
5634,Working routine,"['data+structures', 'implementation']",2500
5635,Oranges and Apples,"['constructive+algorithms', 'sortings']",2500
5636,Falling Sand (Easy Version),"['dfs+and+similar', 'graphs', 'greedy']",2500
5637,Rescue Niwen!,"['dp', 'greedy', 'string+suffix+structures', 'strings']",2500
5638,Turtles,"['dp', 'matrices']",2500
5639,Bash Plays with Functions,"['brute+force', 'combinatorics', 'dp', 'number+theory']",2500
5640,Up and Down the Tree,"['dfs+and+similar', 'dp', 'trees']",2500
5641,Necklace,"['constructive+algorithms', 'math']",2500
5642,New Year and Castle Construction,"['combinatorics', 'geometry', 'math', 'sortings']",2500
5643,The Number of Subpermutations,"['brute+force', 'data+structures', 'divide+and+conquer', 'hashing', 'math']",2500
5644,Game With String,['games'],2500
5645,Museums Tour,"['dp', 'graphs', 'implementation']",2500
5646,The World Is Just a Programming Task (Hard Version),['implementation'],2500
5647,Clues,"['combinatorics', 'graphs']",2500
5648,Sports Betting,"['bitmasks', 'combinatorics', 'dp', 'graphs', 'math', 'probabilities']",2500
5649,Levko and Strings,"['combinatorics', 'dp']",2500
5650,Controversial Rounds,"['binary+search', 'data+structures', 'dp', 'greedy', 'two+pointers']",2500
5651,Independent Set,"['dfs+and+similar', 'dp', 'trees']",2500
5652,Nastya and King-Shamans,"['binary+search', 'data+structures']",2500
5653,Case of a Top Secret,"['binary+search', 'implementation', 'math']",2500
5654,Legen...,"['data+structures', 'dp', 'matrices', 'strings']",2500
5655,Iahub and Xors,['data+structures'],2500
5656,Group Photo,"['binary+search', 'data+structures', 'implementation', 'two+pointers']",2500
5657,Strange Function,"['binary+search', 'data+structures', 'dp', 'greedy']",2500
5658,Maximum Reduction,"['combinatorics', 'data+structures', 'math']",2500
5659,Colored Balls,"['greedy', 'math', 'number+theory']",2500
5660,Aquarium decoration,"['data+structures', 'greedy', 'two+pointers']",2500
5661,Financiers Game,['dp'],2500
5662,Summoning Minions,"['constructive+algorithms', 'dp', 'flows', 'graph+matchings', 'greedy', 'sortings']",2500
5663,Contact ATC,[],2500
5664,Two Arithmetic Progressions,"['math', 'number+theory']",2500
5665,Curious Array,"['brute+force', 'combinatorics', 'implementation', 'math']",2500
5666,Frogs and mosquitoes,"['data+structures', 'greedy']",2500
5667,Peterson Polyglot,"['brute+force', 'dfs+and+similar', 'dsu', 'hashing', 'strings', 'trees']",2500
5668,Dividing Kingdom II,"['brute+force', 'data+structures', 'dsu', 'graphs', 'sortings']",2500
5669,Leaf Partition,"['dp', 'trees']",2500
5670,Dasha and Chess,"['constructive+algorithms', 'games', 'interactive']",2500
5671,Reading Books (hard version),"['data+structures', 'greedy', 'implementation', 'sortings', 'ternary+search', 'two+pointers']",2500
5672,Marbles,"['hashing', 'strings']",2500
5673,Rectangle Painting 2,"['flows', 'graph+matchings', 'graphs']",2500
5674,Swapping Problem,"['brute+force', 'constructive+algorithms', 'data+structures', 'sortings']",2500
5675,The Neutral Zone,"['brute+force', 'math']",2500
5676,Tree Factory,"['constructive+algorithms', 'greedy', 'trees']",2500
5677,Summer Earnings,"['binary+search', 'bitmasks', 'brute+force', 'geometry', 'sortings']",2500
5678,Ostap and Tree,"['dp', 'trees']",2500
5679,Board Game,"['data+structures', 'dfs+and+similar']",2500
5680,Happy New Year,"['bitmasks', 'dp', 'implementation']",2500
5681,Power Tree,"['dfs+and+similar', 'dp', 'dsu', 'graphs', 'greedy', 'trees']",2500
5682,Defender of Childhood Dreams,"['bitmasks', 'constructive+algorithms', 'divide+and+conquer']",2500
5683,Dead Ends,"['bitmasks', 'dp']",2500
5684,Game with Cards,"['binary+search', 'constructive+algorithms', 'data+structures', 'dp', 'greedy', 'implementation']",2500
5685,Putting Boxes Together,['data+structures'],2500
5686,Tree Queries,"['dfs+and+similar', 'graphs', 'trees']",2500
5687,Battle Lemmings,"['dp', 'greedy']",2500
5688,Codeword,"['combinatorics', 'strings']",2500
5689,Hobbits,"['binary+search', 'geometry']",2500
5690,Game,['math'],2500
5691,Misha and Palindrome Degree,"['binary+search', 'combinatorics', 'implementation']",2500
5692,Balance,['dp'],2500
5693,Baby Ehab Plays with Permutations,"['combinatorics', 'dp', 'math']",2500
5694,New Year and Entity Enumeration,"['bitmasks', 'combinatorics', 'dp', 'math']",2500
5695,Roads in the Kingdom,"['dfs+and+similar', 'dp', 'graphs', 'trees']",2500
5696,Coloring,"['combinatorics', 'constructive+algorithms', 'implementation', 'math']",2500
5697,Anti-Palindromize,"['flows', 'graphs', 'greedy']",2500
5698,Smile House,"['binary+search', 'graphs', 'matrices']",2500
5699,Alphabet Permutations,"['data+structures', 'strings']",2500
5700,Volcanoes,"['binary+search', 'implementation', 'sortings', 'two+pointers']",2500
5701,Segments on the Line,"['binary+search', 'dp']",2500
5702,Bipartite Checking,"['data+structures', 'dsu', 'graphs']",2500
5703,Miss Punyverse,"['dp', 'greedy', 'trees']",2500
5704,Degree Set,"['constructive+algorithms', 'graphs', 'implementation']",2500
5705,More Queries to Array...,"['data+structures', 'math']",2500
5706,Expected Square Beauty,"['dp', 'math', 'probabilities']",2500
5707,DZY Loves Strings,"['binary+search', 'hashing', 'strings', 'two+pointers']",2500
5708,Tree,"['data+structures', 'dfs+and+similar', 'dp', 'graphs', 'trees']",2500
5709,The Top Scorer,"['combinatorics', 'dp', 'math', 'probabilities']",2500
5710,Red-White Fence,"['combinatorics', 'fft']",2500
5711,Attack on Red Kingdom,"['games', 'two+pointers']",2500
5712,Cowslip Collections,"['combinatorics', 'math', 'number+theory']",2500
5713,Alice and the Unfair Game,"['binary+search', 'data+structures', 'dp', 'dsu']",2500
5714,Yaroslav and Points,['data+structures'],2500
5715,Robot Arm,"['data+structures', 'geometry']",2500
5716,Geometers Anonymous Club,"['data+structures', 'geometry', 'math', 'sortings']",2500
5717,Compute Power,"['binary+search', 'dp', 'greedy']",2500
5718,Very simple problem,"['geometry', 'two+pointers']",2500
5719,Summer Practice Report,"['dp', 'greedy']",2500
5720,Genetic engineering,"['dp', 'string+suffix+structures', 'trees']",2500
5721,Map,"['data+structures', 'implementation', 'sortings']",2500
5722,CNF 2,"['constructive+algorithms', 'dfs+and+similar', 'graphs', 'greedy']",2500
5723,Igloo Skyscraper,"['data+structures', 'geometry']",2500
5724,Magic multisets,['data+structures'],2500
5725,Round Marriage,"['binary+search', 'graph+matchings', 'greedy']",2500
5726,Memory and Casinos,"['data+structures', 'math', 'probabilities']",2500
5727,Binary Matrix,['dsu'],2500
5728,Rock-Paper-Scissors Champion,[],2500
5729,Lena and Queries,"['data+structures', 'divide+and+conquer', 'geometry']",2500
5730,Bear and Fair Set,"['flows', 'graphs']",2500
5731,The Child and Polygon,"['dp', 'geometry']",2500
5732,Sereja and Straight Lines,"['binary+search', 'data+structures', 'geometry', 'sortings', 'two+pointers']",2500
5733,Jeff and Brackets,"['dp', 'matrices']",2500
5734,Connecting Vertices,"['dp', 'graphs']",2500
5735,Vus the Cossack and a Field,"['divide+and+conquer', 'implementation', 'math']",2500
5736,"Perun, Ult!","['brute+force', 'greedy', 'sortings']",2500
5737,Tree,['dp'],2500
5738,Christmas Game,"['bitmasks', 'data+structures', 'dfs+and+similar', 'dp', 'games', 'math', 'trees']",2500
5739,A Shade of Moonlight,"['binary+search', 'geometry', 'math', 'sortings', 'two+pointers']",2500
5740,Max and Bike,"['binary+search', 'geometry']",2500
5741,AND-permutations,['constructive+algorithms'],2500
5742,Maze,"['dfs+and+similar', 'dp', 'probabilities', 'trees']",2500
5743,Recursive Queries,['data+structures'],2500
5744,Rowena Ravenclaw's Diadem,['trees'],2500
5745,Village (Maximum),"['*special', 'dfs+and+similar', 'trees']",2500
5746,Functions On The Segments,['data+structures'],2500
5747,Double Elimination,"['dp', 'implementation']",2500
5748,New Year and Cleaning,"['binary+search', 'implementation']",2500
5749,Minimal k-covering,"['flows', 'graphs']",2500
5750,Number Table,['combinatorics'],2500
5751,Sereja and Sets,['dp'],2500
5752,Runaway to a Shadow,"['geometry', 'sortings']",2500
5753,Balance,"['constructive+algorithms', 'dfs+and+similar', 'graphs', 'trees']",2500
5754,Fetch the Treasure,"['brute+force', 'data+structures', 'graphs', 'shortest+paths']",2500
5755,Almost Increasing Array,"['data+structures', 'dp']",2500
5756,Yaroslav and Algorithm,['constructive+algorithms'],2500
5757,Choosing Two Paths,"['dfs+and+similar', 'dp', 'greedy', 'trees']",2500
5758,Color the Carpet,['constructive+algorithms'],2500
5759,Write The Contest,"['binary+search', 'dp', 'math']",2500
5760,Crisp String,"['bitmasks', 'dp']",2500
5761,Polycarpus the Safecracker,"['brute+force', 'dp']",2500
5762,Sereja and Cinema,"['combinatorics', 'math']",2500
5763,Tachibana Kanade's Tofu,['dp'],2500
5764,Strange Radiation,"['binary+search', 'implementation', 'math']",2500
5765,World of Darkraft,"['dp', 'games']",2500
5766,String Transformation,"['hashing', 'strings']",2500
5767,Dividing Kingdom,"['binary+search', 'brute+force', 'data+structures']",2500
5768,One Node is Gone,"['constructive+algorithms', 'implementation', 'trees']",2500
5769,Igor and Interesting Numbers,"['brute+force', 'combinatorics', 'dp', 'math']",2500
5770,Plane Tiling,"['geometry', 'implementation', 'math']",2500
5771,Path Counting,"['combinatorics', 'dp']",2500
5772,Cutting a Fence,"['binary+search', 'data+structures', 'dsu']",2500
5773,Virus,"['data+structures', 'divide+and+conquer', 'dsu', 'graphs']",2500
5774,The Great Julya Calendar,['dp'],2500
